Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Quantity,Visibility_Revenue,Revenue_Item
FDJ26,15.3,regular,0.084937098,Canned,214.0218,OUT045,2002,Small,Tier 2,Supermarket Type1,1068.609,5,90.7645,0.0525056308608797
FDA56,9.21,low fat,0.008778413,Fruits and Vegetables,122.4414,OUT049,1999,Medium,Tier 1,Supermarket Type1,1583.9382,13,13.9045,0.07261893678428454
FDP04,15.35,low fat,0.013834247,Frozen Foods,62.7168,OUT049,1999,Medium,Tier 1,Supermarket Type1,958.752,15,13.2636,0.04395597686816718
FDR55,12.15,regular,0.132351411,Fruits and Vegetables,190.3872,OUT045,2002,Small,Tier 2,Supermarket Type1,2836.308,15,375.3894,0.13936073985504518
NCZ54,14.65,low fat,0.082955719,Household,164.0552,OUT027,1985,Medium,Tier 3,Supermarket Type3,5523.4768,34,458.204,0.17334969874848039
NCA53,11.395,low fat,0.009893817,Health and Hygiene,50.3034,OUT049,1999,Medium,Tier 1,Supermarket Type1,972.068,19,9.6175,0.04456647654689173
FDL20,17.1,low fat,0.128705095,Fruits and Vegetables,111.9886,OUT046,1997,Small,Tier 1,Supermarket Type1,3002.0922,27,386.3846,0.14313274287126923
FDT26,18.85,regular,0.067940657,Dairy,119.044,OUT035,2004,Small,Tier 2,Supermarket Type1,1198.44,10,81.4228,0.05293457521767874
NCZ06,19.6,low fat,0.094161662,Household,251.9698,OUT046,1997,Small,Tier 1,Supermarket Type1,4566.0564,18,429.9475,0.21769890233115202
FDA04,11.3,regular,0.067107448,Frozen Foods,258.1962,OUT017,2007,Small,Tier 2,Supermarket Type1,4402.9354,17,295.4698,0.20408075092334738
FDD29,12.15,low fat,0.018321361,Frozen Foods,255.3698,OUT027,1985,Medium,Tier 3,Supermarket Type3,4819.7262,19,88.3039,0.15126307488431162
FDS56,5.785,regular,0.038756864,Fruits and Vegetables,260.7252,OUT046,1997,Small,Tier 1,Supermarket Type1,6033.4796,23,233.8387,0.2876622124416593
FDT07,5.82,regular,0.07725473599999999,Fruits and Vegetables,257.633,OUT013,1987,High,Tier 3,Supermarket Type1,1537.9979999999998,6,118.8176,0.07214735332120077
FDT58,9.0,low fat,0.08630486,Snack Foods,168.0816,OUT018,2009,Medium,Tier 3,Supermarket Type2,2181.1608,13,188.2448,0.12679279634236068
FDJ10,5.095,regular,0.12887653699999999,Snack Foods,139.1838,OUT027,1985,Medium,Tier 3,Supermarket Type3,4916.933,35,633.6773,0.15431382898475499
FDN25,7.895,regular,0.061163967,Breakfast,59.2588,OUT035,2004,Small,Tier 2,Supermarket Type1,801.6232,14,49.0305,0.03540734920115845
DRC27,13.8,low fat,0.058220302,Dairy,247.4802,OUT045,2002,Small,Tier 2,Supermarket Type1,1474.0812,6,85.8215,0.07242832817818545
FDA38,5.44,low fat,0.025519534,Dairy,238.7538,OUT049,1999,Medium,Tier 1,Supermarket Type1,3605.3070000000002,15,92.0058,0.16529278801467034
FDM56,16.7,low fat,0.070133177,Fruits and Vegetables,109.8912,OUT013,1987,High,Tier 3,Supermarket Type1,873.5296,8,61.2634,0.04097719807680321
NCI43,19.85,low fat,0.025947095,Household,46.9376,OUT013,1987,High,Tier 3,Supermarket Type1,575.2512,12,14.9261,0.026984984099358213
FDP36,10.395,regular,0.091688111,Baking Goods,49.0008,OUT017,2007,Small,Tier 2,Supermarket Type1,860.2136,18,78.8714,0.03987181766111671
FDW32,18.35,regular,0.165101585,Fruits and Vegetables,87.7882,OUT019,1985,Small,Tier 1,Grocery Store,515.3292,6,85.0817,0.29842229453586466
NCW18,15.1,low fat,0.059417055,Household,237.9248,OUT049,1999,Medium,Tier 1,Supermarket Type1,2133.2232,9,126.7498,0.09780204853167196
FDQ44,20.5,low fat,0.036287517000000005,Fruits and Vegetables,121.2756,OUT018,2009,Medium,Tier 3,Supermarket Type2,2181.1608,18,79.1489,0.12679279634236068
FDL45,15.6,low fat,0.037764268999999996,Snack Foods,124.9704,OUT045,2002,Small,Tier 2,Supermarket Type1,2253.0672,18,85.0854,0.11070346095527533
DRB48,16.75,regular,0.024848787999999997,Soft Drinks,39.9822,OUT035,2004,Small,Tier 2,Supermarket Type1,746.3618,19,18.5462,0.0329664771216766
FDQ34,10.85,low fat,0.162903525,Snack Foods,104.9622,OUT018,2009,Medium,Tier 3,Supermarket Type2,1482.0708,14,241.4346,0.08615407956596302
FDH17,16.2,regular,0.016747538,Frozen Foods,98.6726,OUT017,2007,Small,Tier 2,Supermarket Type1,1272.3438,13,21.3086,0.05897449191206968
FDN08,7.72,regular,0.147904328,Fruits and Vegetables,116.6466,OUT010,1998,Small,Tier 3,Grocery Store,117.8466,1,17.43,0.06479173301413338
FDK10,5.785,regular,0.040325274,Snack Foods,180.46599999999998,OUT013,1987,High,Tier 3,Supermarket Type1,719.064,4,28.9965,0.033731230124197764
FDL39,16.1,regular,0.06302467,Dairy,181.6318,OUT027,1985,Medium,Tier 3,Supermarket Type3,1263.0226,7,79.6016,0.039638907729733275
FDP25,15.2,low fat,0.021203509,Canned,216.3824,OUT035,2004,Small,Tier 2,Supermarket Type1,6114.7072,28,129.6532,0.2700839659995342
FDC05,13.1,regular,0.098765906,Frozen Foods,196.3768,OUT035,2004,Small,Tier 2,Supermarket Type1,2167.8448,11,214.1092,0.0957527649493122
FDA39,6.32,low fat,0.012707362,Meat,41.0822,OUT013,1987,High,Tier 3,Supermarket Type1,942.7728,23,11.9802,0.04422539060728151
FDZ10,17.85,low fat,0.04442649,Snack Foods,124.902,OUT013,1987,High,Tier 3,Supermarket Type1,1897.53,15,84.3006,0.08901296838329965
FDK08,9.195,regular,0.12171245900000001,Fruits and Vegetables,101.2016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2631.2416,26,320.2549,0.08257931647227511
DRD24,13.85,low fat,0.030769458,Soft Drinks,141.7154,OUT013,1987,High,Tier 3,Supermarket Type1,2978.1234,21,91.6352,0.1397035114310524
DRG48,5.78,low fat,0.014614357,Soft Drinks,147.3102,OUT018,2009,Medium,Tier 3,Supermarket Type2,2332.9632,16,34.0948,0.13561720341380704
FDH52,9.42,regular,0.076868664,Frozen Foods,62.1194,OUT019,1985,Small,Tier 1,Grocery Store,123.8388,2,9.5193,0.07171388473342485
FDS25,6.885,regular,0.140292495,Canned,108.5228,OUT045,2002,Small,Tier 2,Supermarket Type1,1989.4104,18,279.0993,0.09774880063072185
NCH43,8.42,low fat,0.070555571,Household,216.0192,OUT035,2004,Small,Tier 2,Supermarket Type1,2372.9112,11,167.4221,0.10481045893100391
DRK01,7.63,low fat,0.061409711,Soft Drinks,94.6436,OUT017,2007,Small,Tier 2,Supermarket Type1,1607.2412,17,98.7002,0.07449734352471805
FDD59,10.5,regular,0.066555152,Starchy Foods,80.896,OUT017,2007,Small,Tier 2,Supermarket Type1,958.752,12,63.8099,0.044439177578953604
FDB27,7.575,low fat,0.092711708,Dairy,197.7768,OUT010,1998,Small,Tier 3,Grocery Store,197.0768,1,18.2713,0.10835227667900273
FDO22,13.5,regular,0.017844608999999997,Snack Foods,81.396,OUT013,1987,High,Tier 3,Supermarket Type1,1198.44,15,21.3857,0.05621871687366294
FDD35,12.15,low fat,0.025916882999999998,Starchy Foods,120.244,OUT045,2002,Small,Tier 2,Supermarket Type1,2277.036,19,59.0137,0.11188115734841657
FDR01,5.405,regular,0.053611144000000006,Canned,197.7742,OUT035,2004,Small,Tier 2,Supermarket Type1,796.2968,4,42.6904,0.03517208442241321
NCB31,6.235,low fat,0.20778348300000002,Household,262.291,OUT019,1985,Small,Tier 1,Grocery Store,525.982,2,109.2904,0.3045912308570195
FDC35,7.435,low fat,0.122837694,Starchy Foods,208.7638,OUT046,1997,Small,Tier 1,Supermarket Type1,3105.9570000000003,15,381.5286,0.14808477389542493
FDS23,4.635,low fat,0.141174838,Breads,127.0994,OUT045,2002,Small,Tier 2,Supermarket Type1,2826.9868,22,399.0994,0.13890274681326806
FDC33,8.96,regular,0.069078149,Fruits and Vegetables,197.7768,OUT045,2002,Small,Tier 2,Supermarket Type1,3153.2288,16,217.8192,0.1549325032754681
NCF18,18.35,low fat,0.08934507400000001,Household,191.9504,OUT018,2009,Medium,Tier 3,Supermarket Type2,5369.0112,28,479.6947,0.312105344842734
FDM36,11.65,regular,0.058822142,Baking Goods,173.5422,OUT049,1999,Medium,Tier 1,Supermarket Type1,3448.844,20,202.8684,0.15811941678965694
FDJ53,10.5,low fat,0.07136869900000001,Frozen Foods,121.3098,OUT049,1999,Medium,Tier 1,Supermarket Type1,1446.1176,12,103.2075,0.0663002651094855
NCL17,7.39,low fat,0.068055818,Health and Hygiene,140.7812,OUT018,2009,Medium,Tier 3,Supermarket Type2,1567.2932,11,106.6634,0.09110813265870484
FDW27,5.86,regular,0.150122794,Meat,154.5314,OUT027,1985,Medium,Tier 3,Supermarket Type3,1396.1826,9,209.5988,0.04381802293582007
FDA32,14.0,low fat,0.030094192000000002,Fruits and Vegetables,215.7192,OUT046,1997,Small,Tier 1,Supermarket Type1,1078.596,5,32.4595,0.05142493755853984
FDA03,18.5,regular,0.076097035,Dairy,145.8102,OUT010,1998,Small,Tier 3,Grocery Store,291.6204,2,22.1914,0.16033208508582159
FDW09,13.65,regular,0.025973384,Snack Foods,79.6302,OUT045,2002,Small,Tier 2,Supermarket Type1,554.6114,7,14.4051,0.027250585985740056
FDN09,14.15,low fat,0.0348568815,Snack Foods,244.1828,OUT045,2002,Small,Tier 2,Supermarket Type1,731.0484,3,25.4821,0.03591973999080742
FDM08,10.1,regular,0.053887301,Fruits and Vegetables,225.6088,OUT017,2007,Small,Tier 2,Supermarket Type1,4250.4672,19,229.0462,0.19701368726669433
FDX01,10.1,low fat,0.024262772000000002,Canned,117.615,OUT018,2009,Medium,Tier 3,Supermarket Type2,1514.695,13,36.7507,0.08805055301552825
DRO35,13.85,low fat,0.034624103999999996,Hard Drinks,115.0492,OUT049,1999,Medium,Tier 1,Supermarket Type1,4054.722,35,140.3911,0.1858971521716237
FDS31,13.1,regular,0.044281996,Fruits and Vegetables,178.5318,OUT045,2002,Small,Tier 2,Supermarket Type1,3067.3406,17,135.828,0.15071242453337869
NCM53,18.75,low fat,0.052121825,Health and Hygiene,104.82799999999999,OUT049,1999,Medium,Tier 1,Supermarket Type1,2343.616,22,122.1535,0.10744794345551978
FDI16,14.0,regular,0.135662712,Frozen Foods,52.06399999999999,OUT013,1987,High,Tier 3,Supermarket Type1,852.2239999999999,16,115.615,0.03997775422127142
DRF36,16.1,low fat,0.023613955,Soft Drinks,192.8846,OUT049,1999,Medium,Tier 1,Supermarket Type1,5350.3688,28,126.3434,0.24529877091152183
FDW49,19.5,low fat,0.082152451,Canned,179.9002,OUT027,1985,Medium,Tier 3,Supermarket Type3,4119.3046,23,338.411,0.12928092890029508
FDB58,10.5,regular,0.02363057,Snack Foods,141.7154,OUT019,1985,Small,Tier 1,Grocery Store,425.4462,3,10.0535,0.2463718943261208
NCJ18,12.35,low fat,0.164274416,Household,119.8124,OUT045,2002,Small,Tier 2,Supermarket Type1,2133.2232,18,350.434,0.1048149789895692
FDL51,20.7,regular,0.047587685,Dairy,215.0876,OUT045,2002,Small,Tier 2,Supermarket Type1,5145.3024,24,244.853,0.25281215906098337
FDS03,7.825,low fat,0.07995298299999999,Meat,62.7826,OUT018,2009,Medium,Tier 3,Supermarket Type2,1162.4868,19,92.9443,0.06757638046818124
NCO54,19.5,low fat,0.024992442,Household,53.6614,OUT019,1985,Small,Tier 1,Grocery Store,165.7842,3,4.1434,0.09600407149797197
FDA48,12.1,low fat,0.11510702800000001,Baking Goods,222.0114,OUT045,2002,Small,Tier 2,Supermarket Type1,3547.3824,16,408.3286,0.1742990661849016
NCK06,5.03,low fat,0.008604657,Household,123.1756,OUT027,1985,Medium,Tier 3,Supermarket Type3,1211.756,10,10.4267,0.03802994837538986
NCZ54,14.65,low fat,0.08352844599999999,Household,162.4552,OUT045,2002,Small,Tier 2,Supermarket Type1,2274.3728,14,189.9748,0.1117503021936231
FDW39,6.69,regular,0.036731658,Meat,177.237,OUT027,1985,Medium,Tier 3,Supermarket Type3,4763.799,27,174.9822,0.1495078464977552
FDI09,20.75,regular,0.129337594,Seafood,238.188,OUT046,1997,Small,Tier 1,Supermarket Type1,5033.448,21,651.0141,0.23998304193985262
NCO02,11.15,low fat,0.07355146566666666,Others,65.0142,OUT049,1999,Medium,Tier 1,Supermarket Type1,1120.5414,17,82.4175,0.0513735479646704
DRF13,12.1,low fat,0.029827665,Soft Drinks,144.3444,OUT049,1999,Medium,Tier 1,Supermarket Type1,2612.5992,18,77.9277,0.11978003696575557
FDK25,11.6,regular,0.157718931,Breakfast,168.3474,OUT017,2007,Small,Tier 2,Supermarket Type1,4548.0798,27,717.3183,0.21080834864016118
FDZ38,17.6,low fat,0.008046275,Dairy,173.7422,OUT017,2007,Small,Tier 2,Supermarket Type1,5863.0348,34,47.1756,0.27175791511129543
NCQ42,20.35,low fat,0.06875355799999999,Household,127.9678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356,2,17.4865,0.14728335466757148
FDM14,13.8,low fat,0.013199737,Canned,108.9254,OUT027,1985,Medium,Tier 3,Supermarket Type3,2713.135,25,35.8127,0.0851494723240185
FDC20,10.65,low fat,0.023971463,Fruits and Vegetables,54.0272,OUT046,1997,Small,Tier 1,Supermarket Type1,447.4176,8,10.7253,0.021331825950209122
FDW32,18.35,regular,0.09468096,Fruits and Vegetables,86.2882,OUT018,2009,Medium,Tier 3,Supermarket Type2,1631.8758,19,154.5076,0.09486237601804824
FDQ19,7.35,regular,0.014394261,Fruits and Vegetables,241.3512,OUT045,2002,Small,Tier 2,Supermarket Type1,5331.7264,22,76.7463,0.26197201989652624
FDE08,18.2,low fat,0.049396364000000005,Fruits and Vegetables,146.4734,OUT049,1999,Medium,Tier 1,Supermarket Type1,3563.3616,24,176.0171,0.16336971402668804
FDC29,8.39,regular,0.024243294,Frozen Foods,116.0176,OUT049,1999,Medium,Tier 1,Supermarket Type1,1603.2464,14,38.868,0.07350416131843512
FDV50,14.3,low fat,0.12246920900000001,Dairy,121.973,OUT013,1987,High,Tier 3,Supermarket Type1,2709.8059999999996,22,331.8678,0.12711676537544897
FDF11,10.195,regular,0.017730951000000002,Starchy Foods,239.8538,OUT017,2007,Small,Tier 2,Supermarket Type1,4086.0146,17,72.4489,0.18939113389030438
FDN09,14.15,low fat,0.035016754,Snack Foods,245.3828,OUT018,2009,Medium,Tier 3,Supermarket Type2,1705.7796,7,59.7309,0.09915846893441028
DRG37,16.2,low fat,0.019417732,Soft Drinks,153.7972,OUT045,2002,Small,Tier 2,Supermarket Type1,1402.1748,9,27.2271,0.06889523899876178
NCV06,11.3,low fat,0.066358426,Household,195.2478,OUT027,1985,Medium,Tier 3,Supermarket Type3,7168.6686,37,475.7016,0.22498266711968273
DRJ13,12.65,low fat,0.105265475,Soft Drinks,159.9578,OUT010,1998,Small,Tier 3,Grocery Store,962.7468,6,101.344,0.5293155137764796
DRF25,9.0,low fat,0.038736754,Soft Drinks,37.319,OUT027,1985,Medium,Tier 3,Supermarket Type3,1281.665,34,49.6475,0.04022398385858542
FDE53,10.895,low fat,0.04499187599999999,Frozen Foods,107.228,OUT010,1998,Small,Tier 3,Grocery Store,426.11199999999997,4,19.1716,0.23427519281946532
FDS08,5.735,low fat,0.05696122,Fruits and Vegetables,176.33700000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,1764.37,10,100.5007,0.08412103983341394
FDO23,17.85,low fat,0.147255604,Breads,93.7436,OUT017,2007,Small,Tier 2,Supermarket Type1,1701.7848,18,250.5973,0.07887954020264264
FDT07,5.82,regular,0.077319079,Fruits and Vegetables,255.433,OUT046,1997,Small,Tier 1,Supermarket Type1,4357.661,17,336.9303,0.20776309649422423
NCX29,10.0,low fat,0.089135671,Health and Hygiene,146.9102,OUT035,2004,Small,Tier 2,Supermarket Type1,3207.8244,22,285.9316,0.1416882129993201
FDG22,17.6,regular,0.041373331,Snack Foods,38.119,OUT035,2004,Small,Tier 2,Supermarket Type1,732.38,19,30.301,0.03234890707747034
DRJ47,18.25,low fat,0.04403602,Hard Drinks,173.308,OUT027,1985,Medium,Tier 3,Supermarket Type3,6751.2119999999995,39,297.2965,0.2118811409486006
FDL43,10.1,low fat,0.027041858999999998,Meat,77.567,OUT013,1987,High,Tier 3,Supermarket Type1,306.268,4,8.2821,0.014367005423269416
FDZ43,11.0,regular,0.056782237,Fruits and Vegetables,241.2512,OUT027,1985,Medium,Tier 3,Supermarket Type3,8239.9408,34,467.8823,0.25860364895265103
FDZ21,17.6,regular,0.03922186,Snack Foods,97.241,OUT046,1997,Small,Tier 1,Supermarket Type1,193.082,2,7.573,0.00920569869875096
FDJ50,8.645,low fat,0.021581922000000003,Canned,53.3982,OUT035,2004,Small,Tier 2,Supermarket Type1,1209.7586,23,26.1089,0.05343451287251237
FDV35,19.5,low fat,0.12820600099999999,Breads,155.9314,OUT046,1997,Small,Tier 1,Supermarket Type1,3878.285,25,497.2194,0.18490756869042876
FDW56,7.68,low fat,0.071301323,Fruits and Vegetables,190.8162,OUT017,2007,Small,Tier 2,Supermarket Type1,2693.8268,14,192.0734,0.12486174478086547
DRL35,15.7,low fat,0.030765898,Hard Drinks,43.277,OUT045,2002,Small,Tier 2,Supermarket Type1,649.155,15,19.9718,0.03189594398090823
FDR01,5.405,regular,0.053730029000000006,Canned,199.0742,OUT045,2002,Small,Tier 2,Supermarket Type1,4777.7808,24,256.7103,0.2347541476994846
FDS24,20.85,regular,0.062350672,Baking Goods,86.9514,OUT045,2002,Small,Tier 2,Supermarket Type1,1416.8224,16,88.3398,0.06961494235012586
NCL17,7.39,low fat,0.068163102,Health and Hygiene,140.4812,OUT017,2007,Small,Tier 2,Supermarket Type1,2422.1804,17,165.1033,0.11227064446682862
FDB59,18.25,low fat,0.015309885,Snack Foods,197.6084,OUT045,2002,Small,Tier 2,Supermarket Type1,2380.9008,12,36.4513,0.11698450838536187
FDW26,11.8,regular,0.106538757,Dairy,222.3772,OUT027,1985,Medium,Tier 3,Supermarket Type3,1556.6404,7,165.8425,0.048853856759154664
FDQ12,12.65,low fat,0.061999648,Baking Goods,230.00099999999998,OUT019,1985,Small,Tier 1,Grocery Store,689.1030000000001,3,42.7241,0.39905306827470277
FDX59,10.195,low fat,0.051618280999999995,Breads,31.9558,OUT013,1987,High,Tier 3,Supermarket Type1,373.5138,12,19.2801,0.017521500092291618
FDL36,15.1,low fat,0.076505799,Baking Goods,91.583,OUT017,2007,Small,Tier 2,Supermarket Type1,539.298,6,41.2594,0.024997037388161406
FDQ55,13.65,regular,0.013091186000000001,Fruits and Vegetables,114.8834,OUT018,2009,Medium,Tier 3,Supermarket Type2,1612.5676,14,21.1104,0.09373997336422393
FDV46,18.2,low fat,0.022074764,Snack Foods,141.418,OUT019,1985,Small,Tier 1,Grocery Store,559.2719999999999,4,12.3458,0.32386915686062834
FDM28,15.7,low fat,0.079146113,Frozen Foods,181.46599999999998,OUT019,1985,Small,Tier 1,Grocery Store,179.766,1,14.2278,0.10410080041948767
FDT40,5.985,low fat,0.096337184,Frozen Foods,125.2678,OUT017,2007,Small,Tier 2,Supermarket Type1,763.0068,6,73.5059,0.03536617882325058
DRJ11,9.5,low fat,0.142425145,Hard Drinks,189.9872,OUT010,1998,Small,Tier 3,Grocery Store,756.3488,4,107.7231,0.415838467254551
FDD51,11.15,low fat,0.11997404133333334,Dairy,44.7744,OUT045,2002,Small,Tier 2,Supermarket Type1,181.0976,4,21.727,0.008898150525955936
NCT17,10.8,low fat,0.041663111,Health and Hygiene,188.6214,OUT027,1985,Medium,Tier 3,Supermarket Type3,6029.4848,32,251.2071,0.18923033653161017
NCW17,18.0,low fat,0.019386234,Health and Hygiene,126.8994,OUT046,1997,Small,Tier 1,Supermarket Type1,3083.9856,24,59.7869,0.14703722887108428
NCY29,13.65,low fat,0.135226962,Health and Hygiene,56.293,OUT019,1985,Small,Tier 1,Grocery Store,113.186,2,15.3058,0.06554494841227002
DRH36,16.2,low fat,0.033442608750000005,Soft Drinks,73.4696,OUT013,1987,High,Tier 3,Supermarket Type1,2087.9488,28,69.8265,0.097945497842115
FDB17,13.15,low fat,0.036729122,Frozen Foods,179.7976,OUT049,1999,Medium,Tier 1,Supermarket Type1,2535.3664,14,93.1218,0.1162391388291532
NCA17,20.6,low fat,0.045380404000000006,Health and Hygiene,148.4392,OUT013,1987,High,Tier 3,Supermarket Type1,1789.6704,12,81.216,0.08395328386466999
FDT27,11.395,regular,0.06958717099999999,Meat,234.6616,OUT046,1997,Small,Tier 1,Supermarket Type1,4687.232,20,326.1712,0.22347627185933364
FDR32,6.78,regular,0.08573655,Fruits and Vegetables,229.5694,OUT013,1987,High,Tier 3,Supermarket Type1,3425.5409999999997,15,293.6941,0.1606918323972199
FDG41,8.84,regular,0.076681143,Frozen Foods,110.7228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1657.842,15,127.1252,0.07600721000120575
FDX25,16.7,low fat,0.10205577699999999,Canned,184.0292,OUT046,1997,Small,Tier 1,Supermarket Type1,3101.2964,17,316.5052,0.14786256737511025
FDG56,13.3,regular,0.071856726,Fruits and Vegetables,63.2536,OUT017,2007,Small,Tier 2,Supermarket Type1,1347.5792,21,96.8326,0.062461732930418117
FDN16,12.6,regular,0.063054947,Frozen Foods,102.399,OUT017,2007,Small,Tier 2,Supermarket Type1,2270.3779999999997,22,143.1586,0.10523444135016095
FDD47,7.6,regular,0.14238384699999998,Starchy Foods,172.3448,OUT035,2004,Small,Tier 2,Supermarket Type1,2556.672,15,364.0288,0.11292709379771465
FDR12,12.6,regular,0.03150851,Baking Goods,170.5764,OUT013,1987,High,Tier 3,Supermarket Type1,3779.0808,22,119.0732,0.1772763538749505
FDS33,6.67,regular,0.123620492,Snack Foods,90.0514,OUT049,1999,Medium,Tier 1,Supermarket Type1,1505.3738,17,186.095,0.06901698867980972
NCC55,10.695,low fat,0.06375108,Household,36.7848,OUT035,2004,Small,Tier 2,Supermarket Type1,782.9808,21,49.9159,0.03458392247555011
FDA38,5.44,low fat,0.04461205,Dairy,241.1538,OUT019,1985,Small,Tier 1,Grocery Store,480.7076,2,21.4454,0.2783732514921115
FDK44,16.6,low fat,0.12220437099999999,Fruits and Vegetables,173.5738,OUT035,2004,Small,Tier 2,Supermarket Type1,1911.5118,11,233.5951,0.08443064747219758
FDZ57,10.0,regular,0.037764307000000004,Snack Foods,127.2994,OUT046,1997,Small,Tier 1,Supermarket Type1,642.497,5,24.2635,0.030632756014809227
NCN14,19.1,low fat,0.09243771099999999,Others,185.2608,OUT017,2007,Small,Tier 2,Supermarket Type1,1470.0864,8,135.8914,0.06814007228772885
NCB06,17.6,low fat,0.137807013,Health and Hygiene,161.792,OUT010,1998,Small,Tier 3,Grocery Store,159.792,1,22.0205,0.08785319730729951
DRL01,19.5,regular,0.07729230200000001,Soft Drinks,235.3958,OUT049,1999,Medium,Tier 1,Supermarket Type1,6309.7866,27,487.6979,0.28928527276362526
FDU10,10.1,regular,0.045763062,Snack Foods,38.4848,OUT049,1999,Medium,Tier 1,Supermarket Type1,633.8416,16,29.0065,0.0290597847072883
NCS38,8.6,low fat,0.090558833,Household,112.6176,OUT018,2009,Medium,Tier 3,Supermarket Type2,3091.9752,27,280.0057,0.17973923877103876
FDQ16,19.7,low fat,0.041703666,Frozen Foods,109.1912,OUT013,1987,High,Tier 3,Supermarket Type1,1637.868,15,68.3051,0.07683224639400602
FDS40,15.35,low fat,0.014098693,Frozen Foods,37.219,OUT017,2007,Small,Tier 2,Supermarket Type1,805.618,22,11.3582,0.037341253382315184
FDE36,5.26,regular,0.042008667,Baking Goods,162.6868,OUT017,2007,Small,Tier 2,Supermarket Type1,3767.0964,23,158.2507,0.17460893523730522
FDV31,9.8,low fat,0.10693374800000001,Fruits and Vegetables,175.33700000000002,OUT045,2002,Small,Tier 2,Supermarket Type1,529.311,3,56.6012,0.0260074620152021
NCD42,16.5,low fat,0.012663476000000002,Health and Hygiene,39.3506,OUT045,2002,Small,Tier 2,Supermarket Type1,645.1602,16,8.17,0.03169966124871803
FDT20,10.5,low fat,0.041387618,Fruits and Vegetables,40.1164,OUT035,2004,Small,Tier 2,Supermarket Type1,849.5608,21,35.1613,0.037524732209865595
NCN19,13.1,low fat,0.012148836000000001,Others,191.35299999999998,OUT018,2009,Medium,Tier 3,Supermarket Type2,1328.271,7,16.1369,0.07721356187515555
FDW21,5.34,regular,0.005935001,Snack Foods,98.8358,OUT027,1985,Medium,Tier 3,Supermarket Type3,2010.7160000000001,20,11.9336,0.06310463961191064
FDF34,9.3,regular,0.014047825,Snack Foods,196.5084,OUT045,2002,Small,Tier 2,Supermarket Type1,4364.9848,22,61.3185,0.2144715987064968
FDI28,14.3,low fat,0.026375082,Frozen Foods,79.6302,OUT045,2002,Small,Tier 2,Supermarket Type1,792.302,10,20.897,0.038929408551057226
DRF60,10.8,low fat,0.052174319000000004,Soft Drinks,240.3564,OUT045,2002,Small,Tier 2,Supermarket Type1,4290.4152,18,223.8495,0.21080765437227963
FDP34,12.85,low fat,0.13778685599999999,Snack Foods,157.763,OUT018,2009,Medium,Tier 3,Supermarket Type2,2659.8709999999996,17,366.4953,0.1546206414492463
FDA20,6.78,low fat,0.06660848700000001,Fruits and Vegetables,184.62400000000002,OUT035,2004,Small,Tier 2,Supermarket Type1,5406.295999999999,29,360.1052,0.23879375042641743
FDE41,9.195,regular,0.064002068,Frozen Foods,85.5566,OUT035,2004,Small,Tier 2,Supermarket Type1,930.1226,11,59.5298,0.041083111988387336
DRK47,7.905,low fat,0.06406438,Hard Drinks,229.2694,OUT046,1997,Small,Tier 1,Supermarket Type1,1826.9552,8,117.0428,0.08710495596335392
FDY10,17.6,low fat,0.049345425,Snack Foods,115.4176,OUT017,2007,Small,Tier 2,Supermarket Type1,1145.1760000000002,10,56.5092,0.05308012877486126
FDI02,15.7,regular,0.11521312,Canned,112.0202,OUT017,2007,Small,Tier 2,Supermarket Type1,3150.5656,28,362.9865,0.14603207521083922
FDZ52,19.2,low fat,0.099991245,Frozen Foods,112.7886,OUT013,1987,High,Tier 3,Supermarket Type1,1779.0176,16,177.8862,0.08345356193690409
FDG50,7.405,low fat,0.015334003,Canned,92.7146,OUT018,2009,Medium,Tier 3,Supermarket Type2,1185.7898,13,18.1829,0.06893100436072783
DRL01,19.5,regular,0.129170642,Soft Drinks,233.9958,OUT010,1998,Small,Tier 3,Grocery Store,467.3916,2,60.3733,0.25697060212385103
FDV48,9.195,regular,0.051908824000000006,Baking Goods,78.1644,OUT017,2007,Small,Tier 2,Supermarket Type1,1414.1592,18,73.4073,0.06554778692895658
FDR48,11.65,low fat,0.13177092199999998,Baking Goods,151.1024,OUT045,2002,Small,Tier 2,Supermarket Type1,1518.024,10,200.0314,0.0745874382322777
NCD54,21.1,low fat,0.028984804,Household,146.1786,OUT013,1987,High,Tier 3,Supermarket Type1,3034.0506,21,87.9414,0.14232705155182335
NCT54,8.695,low fat,0.120211747,Household,93.2094,OUT017,2007,Small,Tier 2,Supermarket Type1,666.4658,7,80.117,0.030891400525369827
FDH02,7.27,regular,0.02076385,Canned,89.0488,OUT013,1987,High,Tier 3,Supermarket Type1,181.0976,2,3.7603,0.008495272772020177
NCD43,8.85,low fat,0.016006626,Household,105.6964,OUT013,1987,High,Tier 3,Supermarket Type1,210.3928,2,3.3677,0.009869508073376382
FDE46,18.6,low fat,0.015766712,Snack Foods,152.9366,OUT035,2004,Small,Tier 2,Supermarket Type1,1662.5026,11,26.2122,0.07343201906585768
